,date,open price,high price,low price,close price,AVG price,adjusted close price,volume,value fluctuation,rate fluctuation
1596,2016-07-18,7.9,7.9,7.7,7.7,7.82,3.36,9400,0.1,1.32
1597,2016-07-15,7.6,7.7,7.6,7.6,7.66,3.32,5600,0.1,1.33
1598,2016-07-14,7.5,7.5,7.4,7.5,7.44,3.2800000000000002,17100,0.1,1.35
1599,2016-07-13,7.2,7.5,7.2,7.4,7.45,3.23,7100,0.1,1.37
1600,2016-07-12,7.5,7.5,7.2,7.3,7.36,3.19,14100,0.1,1.39
1601,2016-07-11,7.3,7.4,7.2,7.2,7.27,3.15,8000,0.0,0.0
1602,2016-07-08,7.1,7.4,6.9,7.2,7.07,3.15,16700,0.3,4.35
1603,2016-07-07,7.1,7.1,6.9,6.9,6.95,3.01,13300,0.0,0.0
1604,2016-07-06,7.0,7.0,6.9,6.9,6.91,3.01,8820,0.0,0.0
1605,2016-07-05,7.4,7.4,6.9,6.9,6.94,3.01,1400,0.0,0.0
1606,2016-07-04,6.8,6.9,6.7,6.9,6.76,3.01,7600,0.0,0.0
1607,2016-07-01,6.7,6.9,6.7,6.9,6.73,3.01,5500,0.2,2.99
1608,2016-06-30,6.5,6.7,6.3,6.7,6.47,2.93,28600,0.5,8.06
1609,2016-06-29,6.5,6.5,6.2,6.2,6.3,2.71,14200,0.2,3.33
1610,2016-06-28,5.9,6.0,5.9,6.0,5.98,2.62,2100,0.0,0.0
1611,2016-06-27,6.0,6.0,6.0,6.0,6.0,2.62,0,0.0,0.0
1612,2016-06-24,5.8,6.0,5.8,6.0,5.86,2.62,3000,-0.1,-1.64
1613,2016-06-23,5.9,6.2,5.7,6.1,5.91,2.66,106000,0.4,7.02
1614,2016-06-22,6.0,6.0,5.5,5.7,5.8100000000000005,2.49,138000,-0.4,-6.56
1615,2016-06-21,6.2,6.2,6.1,6.1,6.1,2.66,10500,-0.3,-4.69
1616,2016-06-20,6.6,6.6,6.3,6.4,6.41,2.8,16700,-0.4,-5.88
1617,2016-06-17,6.7,6.8,6.4,6.8,6.5,2.9699999999999998,3400,0.0,0.0
1618,2016-06-16,6.9,6.9,6.6,6.8,6.7,2.9699999999999998,21600,-0.2,-2.86
1619,2016-06-15,7.7,7.7,7.0,7.0,7.01,3.06,7200,-0.1,-1.41
1620,2016-06-14,7.0,7.1,7.0,7.1,7.0,3.1,5100,0.0,0.0
1621,2016-06-13,7.0,7.1,6.9,7.1,6.95,3.1,4200,0.3,4.41
1622,2016-06-10,6.9,6.9,6.8,6.8,6.9,2.9699999999999998,2900,-0.2,-2.86
1623,2016-06-09,6.9,7.0,6.9,7.0,6.96,3.06,800,-0.1,-1.41
1624,2016-06-08,7.1,7.1,7.1,7.1,7.1,3.1,0,0.0,0.0
1625,2016-06-07,7.3,7.3,6.9,7.1,7.07,3.1,2000,0.0,0.0
1626,2016-06-06,7.3,7.3,6.9,7.1,6.93,3.1,13400,0.1,1.43
1627,2016-06-03,7.0,7.3,7.0,7.0,7.06,3.06,3200,-0.4,-5.41
1628,2016-06-02,7.0,7.4,7.0,7.4,7.03,3.23,4420,0.1,1.37
1629,2016-06-01,7.3,7.3,7.3,7.3,7.3,3.19,200,-0.1,-1.35
1630,2016-05-31,7.2,7.4,7.0,7.4,7.3,3.23,30100,0.2,2.78
1631,2016-05-30,7.3,7.3,7.2,7.2,7.3,3.15,26200,-0.3,-4.0
1632,2016-05-27,7.3,7.5,7.0,7.5,7.32,3.2800000000000002,148800,0.0,0.0
1633,2016-05-26,7.0,7.5,7.0,7.5,7.0,3.2800000000000002,5600,0.0,0.0
1634,2016-05-25,7.5,7.5,7.5,7.5,7.5,3.2800000000000002,0,0.0,0.0
1635,2016-05-24,7.5,7.5,7.5,7.5,7.5,3.2800000000000002,0,0.0,0.0
1636,2016-05-23,7.5,7.5,7.5,7.5,7.5,3.2800000000000002,100,0.3,4.17
1637,2016-05-20,7.3,7.3,7.2,7.2,7.23,3.15,5700,-0.4,-5.26
1638,2016-05-19,7.6,7.6,7.6,7.6,7.6,3.32,0,0.0,0.0
1639,2016-05-18,7.4,7.6,7.4,7.6,7.4,3.32,3100,0.2,2.7
1640,2016-05-17,7.6,7.6,7.4,7.4,7.6,3.23,2600,-0.2,-2.63
1641,2016-05-16,7.4,7.6,7.4,7.6,7.4,3.32,200,-0.2,-2.56
1642,2016-05-13,7.5,7.9,7.4,7.8,7.61,3.41,6200,0.3,4.0
1643,2016-05-12,7.5,7.5,7.2,7.5,7.5,3.2800000000000002,17300,0.0,0.0
1644,2016-05-11,7.8,7.8,7.2,7.5,7.51,3.2800000000000002,13020,-0.2,-2.6
1645,2016-05-10,8.9,8.9,7.4,7.7,7.58,3.36,2800,-0.5,-6.1
1646,2016-05-09,8.2,8.2,8.2,8.2,8.2,3.58,700,0.0,0.0
1647,2016-05-06,8.4,8.4,8.1,8.2,8.3,3.58,6920,-0.4,-4.65
1648,2016-05-05,8.5,8.6,8.5,8.6,8.5,3.76,800,0.0,0.0
1649,2016-05-04,8.4,8.6,8.4,8.6,8.57,3.76,4100,0.3,3.61
1650,2016-04-29,8.4,8.6,8.3,8.3,8.46,3.63,5300,-0.2,-2.35
1651,2016-04-28,8.4,8.8,8.2,8.5,8.28,3.71,4300,0.1,1.19
1652,2016-04-27,9.0,9.0,8.3,8.4,8.71,3.67,11800,-0.7,-7.69
1653,2016-04-26,9.1,9.1,9.1,9.1,9.1,3.98,4000,-0.3,-3.19
1654,2016-04-25,9.4,9.4,9.1,9.4,9.22,4.11,28500,0.0,0.0
1655,2016-04-22,9.4,9.4,9.4,9.4,9.4,4.11,6500,0.0,0.0
1656,2016-04-21,9.2,9.4,9.2,9.4,9.2,4.11,125400,0.1,1.08
1657,2016-04-20,9.4,9.4,9.0,9.3,9.05,4.06,20300,-0.1,-1.06
1658,2016-04-19,9.4,9.5,9.0,9.4,9.23,4.11,126400,-0.1,-1.05
1659,2016-04-15,9.5,9.5,9.4,9.5,9.41,4.15,27400,0.0,0.0
1660,2016-04-14,9.5,9.6,9.4,9.5,9.49,4.15,84500,0.0,0.0
1661,2016-04-13,9.6,9.6,9.5,9.5,9.51,4.15,28400,-0.1,-1.04
1662,2016-04-12,9.5,9.6,9.2,9.6,9.32,4.19,105600,0.1,1.05
1663,2016-04-11,9.6,9.7,9.5,9.5,9.59,4.15,53200,-0.1,-1.04
1664,2016-04-08,9.5,9.7,9.4,9.6,9.56,4.19,139000,0.0,0.0
1665,2016-04-07,9.4,9.6,9.3,9.6,9.35,4.19,110800,0.1,1.05
1666,2016-04-06,9.6,9.6,9.4,9.5,9.52,4.15,54700,-0.2,-2.06
1667,2016-04-05,9.7,9.8,9.6,9.7,9.7,4.24,104100,0.0,0.0
1668,2016-04-04,9.5,9.8,9.5,9.7,9.64,4.24,95700,0.1,1.04
1669,2016-04-01,9.3,9.6,9.3,9.6,9.42,4.19,79100,0.2,2.13
1670,2016-03-31,9.4,9.6,9.3,9.4,9.46,4.11,97300,-0.2,-2.08
1671,2016-03-30,9.4,9.7,9.4,9.6,9.54,4.19,102400,0.1,1.05
1672,2016-03-29,9.8,9.8,9.5,9.5,9.62,4.15,68700,-0.3,-3.06
1673,2016-03-28,9.5,9.9,9.2,9.8,9.64,4.28,335900,0.2,2.08
1674,2016-03-25,9.6,9.6,9.4,9.6,9.5,4.19,223800,0.0,0.0
1675,2016-03-24,9.8,9.8,9.5,9.6,9.61,4.19,92200,-0.2,-2.04
1676,2016-03-23,9.2,9.8,9.2,9.8,9.35,4.28,108220,0.6,6.52
1677,2016-03-22,9.3,9.3,9.2,9.2,9.29,4.02,41800,-0.1,-1.08
1678,2016-03-21,9.3,9.4,9.3,9.3,9.38,4.06,72200,0.0,0.0
1679,2016-03-18,9.4,9.4,9.3,9.3,9.38,4.06,78500,-0.1,-1.06
1680,2016-03-17,9.4,9.7,9.4,9.4,9.55,4.11,64800,-0.1,-1.05
1681,2016-03-16,9.4,9.5,9.4,9.5,9.45,4.15,31700,0.1,1.06
1682,2016-03-15,9.5,9.6,9.4,9.4,9.5,4.11,49514,-0.2,-2.08
1683,2016-03-14,9.6,9.8,9.5,9.6,9.66,4.19,684700,0.0,0.0
1684,2016-03-11,9.8,9.8,9.6,9.6,9.66,4.19,91100,-0.2,-2.04
1685,2016-03-10,9.8,9.9,9.7,9.8,9.8,4.28,78300,0.0,0.0
1686,2016-03-09,10.1,10.1,9.7,9.8,10.1,4.28,515114,-0.3,-2.97
1687,2016-03-08,10.2,10.2,10.0,10.1,10.14,4.41,98900,-0.1,-0.98
1688,2016-03-07,9.9,10.2,9.9,10.2,10.03,4.46,166200,0.3,3.03
1689,2016-03-04,9.6,9.9,9.6,9.9,9.76,4.33,97900,0.3,3.13
1690,2016-03-03,9.5,9.7,9.3,9.6,9.45,4.19,161700,0.1,1.05
1691,2016-03-02,9.3,9.6,9.3,9.5,9.5,4.15,73700,0.2,2.15
1692,2016-03-01,9.3,9.5,9.3,9.3,9.37,4.06,175200,-0.1,-1.06
1693,2016-02-29,9.6,9.7,9.4,9.4,9.52,4.11,258600,-0.3,-3.09
1694,2016-02-26,9.6,9.8,9.5,9.7,9.6,4.24,460740,0.1,1.04
1695,2016-02-25,10.0,10.0,9.6,9.6,10.0,4.19,612500,-0.4,-4.0
1696,2016-02-24,10.0,10.1,9.9,10.0,9.95,4.37,575900,0.0,0.0
1697,2016-02-23,10.4,10.5,10.0,10.0,10.32,4.37,457940,-0.4,-3.85
1698,2016-02-22,10.7,10.7,10.3,10.4,10.46,4.54,475300,-0.3,-2.8
1699,2016-02-19,10.5,10.8,9.7,10.7,10.44,4.67,457600,0.0,0.0
1700,2016-02-18,10.2,10.7,10.2,10.7,10.4,4.67,399700,0.4,3.88
1701,2016-02-17,10.5,10.6,10.2,10.3,10.31,4.5,457200,-0.2,-1.9
1702,2016-02-16,10.6,10.7,10.4,10.5,10.52,4.59,484300,-0.1,-0.94
1703,2016-02-15,10.4,10.6,10.3,10.6,10.3,4.63,808300,0.1,0.95
1704,2016-02-05,10.4,10.5,10.3,10.5,10.32,4.59,378600,0.0,0.0
1705,2016-02-04,10.5,10.7,10.4,10.5,10.5,4.59,243720,0.0,0.0
1706,2016-02-03,10.3,10.5,10.1,10.5,10.27,4.59,299800,0.2,1.94
1707,2016-02-02,10.4,10.5,10.1,10.3,10.33,4.5,345500,-0.1,-0.96
1708,2016-02-01,10.3,10.6,10.2,10.4,10.38,4.54,361000,0.1,0.97
1709,2016-01-29,10.4,10.6,10.2,10.3,10.38,4.5,616900,-0.2,-1.9
1710,2016-01-28,10.3,10.5,10.0,10.5,10.4,4.59,378500,0.1,0.96
1711,2016-01-27,10.4,10.6,10.3,10.4,10.4,4.54,373000,0.0,0.0
1712,2016-01-26,10.4,10.5,9.9,10.4,10.15,4.54,349000,-0.1,-0.95
1713,2016-01-25,9.7,10.5,9.6,10.5,10.05,4.59,442600,0.8,8.25
1714,2016-01-22,9.4,9.8,9.4,9.7,9.51,4.24,671400,0.3,3.19
1715,2016-01-21,9.4,9.5,9.2,9.4,9.32,4.11,439600,-0.1,-1.05
1716,2016-01-20,9.6,9.6,9.3,9.5,9.6,4.15,223300,-0.1,-1.04
1717,2016-01-19,9.2,9.6,9.1,9.6,9.23,4.19,230900,0.4,4.35
1718,2016-01-18,9.8,9.8,9.0,9.2,9.27,4.02,251900,-0.7,-7.07
1719,2016-01-15,10.0,10.2,9.7,9.9,9.91,4.33,367500,-0.1,-1.0
1720,2016-01-14,10.0,10.1,9.7,10.0,9.8,4.37,504200,0.0,0.0
1721,2016-01-13,10.1,10.2,9.8,10.0,10.01,4.37,652000,-0.1,-0.99
1722,2016-01-12,9.9,10.1,9.8,10.1,9.89,4.41,174200,0.2,2.02
1723,2016-01-11,10.1,10.1,9.8,9.9,9.88,4.33,131100,-0.2,-1.98
1724,2016-01-08,10.6,10.6,10.0,10.1,10.33,4.41,67500,-0.6,-5.61
1725,2016-01-07,10.7,10.7,10.3,10.7,10.46,4.67,512200,-0.1,-0.93
1726,2016-01-06,10.7,10.9,10.6,10.8,10.65,4.72,409100,0.0,0.0
1727,2016-01-05,10.9,10.9,10.5,10.8,10.78,4.72,409400,-0.2,-1.82
